Stacja;Czas pomiaru;Woda
"Bystrzyca Kł. H-11";2024-09-13 00:01:47;21,7602
"Bystrzyca Kł. H-11";2024-09-13 00:15:59;22,2073
"Bystrzyca Kł. H-11";2024-09-13 00:31:08;22,8169
"Bystrzyca Kł. H-11";2024-09-13 00:46:17;23,5485
"Bystrzyca Kł. H-11";2024-09-13 01:02:31;23,9549
"Bystrzyca Kł. H-11";2024-09-13 01:16:31;24,4832
"Bystrzyca Kł. H-11";2024-09-13 01:32:37;25,3367
"Bystrzyca Kł. H-11";2024-09-13 01:48:06;25,3367
"Bystrzyca Kł. H-11";2024-09-13 02:01:56;26,556
"Bystrzyca Kł. H-11";2024-09-13 02:17:06;27,9378
"Bystrzyca Kł. H-11";2024-09-13 02:32:13;28,832
"Bystrzyca Kł. H-11";2024-09-13 02:48:37;29,6651
"Bystrzyca Kł. H-11";2024-09-13 03:02:34;30,6812
"Bystrzyca Kł. H-11";2024-09-13 03:18:39;31,7582
"Bystrzyca Kł. H-11";2024-09-13 03:32:53;32,8962
"Bystrzyca Kł. H-11";2024-09-13 03:48:04;34,4406
"Bystrzyca Kł. H-11";2024-09-13 04:04:04;35,924
"Bystrzyca Kł. H-11";2024-09-13 04:18:12;36,7572
"Bystrzyca Kł. H-11";2024-09-13 04:33:25;37,8139
"Bystrzyca Kł. H-11";2024-09-13 04:48:40;39,1551
"Bystrzyca Kł. H-11";2024-09-13 05:03:51;39,9882
"Bystrzyca Kł. H-11";2024-09-13 05:18:58;40,862
"Bystrzyca Kł. H-11";2024-09-13 05:35:18;41,8374
"Bystrzyca Kł. H-11";2024-09-13 05:50:29;42,508
"Bystrzyca Kł. H-11";2024-09-13 06:04:29;43,2599
"Bystrzyca Kł. H-11";2024-09-13 06:20:29;43,8289
"Bystrzyca Kł. H-11";2024-09-13 06:35:50;44,1947
"Bystrzyca Kł. H-11";2024-09-13 06:51:37;44,1947
"Bystrzyca Kł. H-11";2024-09-13 07:07:02;44,1947
"Bystrzyca Kł. H-11";2024-09-13 07:21:05;44,9872
"Bystrzyca Kł. H-11";2024-09-13 07:35:15;45,8
"Bystrzyca Kł. H-11";2024-09-13 07:52:14;46,3081
"Bystrzyca Kł. H-11";2024-09-13 08:05:43;46,7958
"Bystrzyca Kł. H-11";2024-09-13 08:20:57;47,2835
"Bystrzyca Kł. H-11";2024-09-13 08:37:03;47,8931
"Bystrzyca Kł. H-11";2024-09-13 08:52:08;48,584
"Bystrzyca Kł. H-11";2024-09-13 09:06:22;49,4985
"Bystrzyca Kł. H-11";2024-09-13 09:22:33;50,5552
"Bystrzyca Kł. H-11";2024-09-13 09:36:38;51,3071
"Bystrzyca Kł. H-11";2024-09-13 09:52:50;51,7948
"Bystrzyca Kł. H-11";2024-09-13 10:08:25;52,2418
"Bystrzyca Kł. H-11";2024-09-13 10:23:27;52,5263
"Bystrzyca Kł. H-11";2024-09-13 10:37:18;53,3392
"Bystrzyca Kł. H-11";2024-09-13 10:54:10;54,6397
"Bystrzyca Kł. H-11";2024-09-13 11:07:38;55,5745
"Bystrzyca Kł. H-11";2024-09-13 11:23:33;56,2654
"Bystrzyca Kł. H-11";2024-09-13 11:39:11;56,8344
"Bystrzyca Kł. H-11";2024-09-13 11:53:02;57,444
"Bystrzyca Kł. H-11";2024-09-13 12:08:11;57,952
"Bystrzyca Kł. H-11";2024-09-13 12:24:29;58,2975
"Bystrzyca Kł. H-11";2024-09-13 12:39:28;58,643
"Bystrzyca Kł. H-11";2024-09-13 12:54:38;59,2526
"Bystrzyca Kł. H-11";2024-09-13 13:10:40;60,167
"Bystrzyca Kł. H-11";2024-09-13 13:23:58;60,7767
"Bystrzyca Kł. H-11";2024-09-13 13:39:08;61,4676
"Bystrzyca Kł. H-11";2024-09-13 13:54:12;62,8494
"Bystrzyca Kł. H-11";2024-09-13 14:10:32;64,3532
"Bystrzyca Kł. H-11";2024-09-13 14:24:47;65,6131
